h_idnumber,sum_head,sum_spouse,hsex,spsex,hyrbirth,heduc,spyrbirth,speduc,P1_2a,J4_1a,J5_3a,R2_1,Q2_5a,Q2_5b,Q4_1a,Q4_2a,Q4_3a,Q4_1b,Q4_2b,Q4_3b,S_1a,S_1b,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,class_mig
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2809,1,1,Male,Female,1961,University level,1970,University level,0,No,0,No,No,No,Never,Never,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2810,2,5,Male,Female,1973,University level,1984,University level,0,No,0,No,No,No,Only one or two months,Only one or two months,Almost every month,Some months but not every month,No,Some months but not every month,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2810,2,5,Male,Female,1973,University level,1984,University level,0,No,0,No,No,No,Only one or two months,Only one or two months,Almost every month,Some months but not every month,No,Some months but not every month,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2810,2,5,Male,Female,1973,University level,1984,University level,0,No,0,No,No,No,Only one or two months,Only one or two months,Almost every month,Some months but not every month,No,Some months but not every month,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2810,2,5,Male,Female,1973,University level,1984,University level,0,No,0,No,No,No,Only one or two months,Only one or two months,Almost every month,Some months but not every month,No,Some months but not every month,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2811,5,NA,Male,NA,1991,Class VI-IX (Incomplete SE),NA,NA,0,Yes,0,No,No,NA,Almost every month,Almost every month,Almost every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
9_912_2812,0,0,Male,Female,1984,Class V (Complete PE),1991,HSC (complete HSE),0,Yes,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,No,Only one or two months,Some what,Very much,Increased,Decreased,Decreased,Increased,Increased,migrant
9_912_2812,0,0,Male,Female,1984,Class V (Complete PE),1991,HSC (complete HSE),0,Yes,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,No,Only one or two months,Some what,Very much,Increased,Decreased,Decreased,Increased,Increased,migrant
9_912_2812,0,0,Male,Female,1984,Class V (Complete PE),1991,HSC (complete HSE),0,Yes,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,No,Only one or two months,Some what,Very much,Increased,Decreased,Decreased,Increased,Increased,migrant
9_912_2813,6,8,Male,Female,1972,Class VI-IX (Incomplete SE),1970,Class I-IV (Incomplete PE),0,No,0,No,No,Yes,Some months but not every month,Only one or two months,Only one or two months,Never,Yes,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2813,6,8,Male,Female,1972,Class VI-IX (Incomplete SE),1970,Class I-IV (Incomplete PE),0,No,0,No,No,Yes,Some months but not every month,Only one or two months,Only one or two months,Never,Yes,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2813,6,8,Male,Female,1972,Class VI-IX (Incomplete SE),1970,Class I-IV (Incomplete PE),0,No,0,No,No,Yes,Some months but not every month,Only one or two months,Only one or two months,Never,Yes,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2814,5,NA,Male,Female,1988,Class VI-IX (Incomplete SE),1994,University level,0,Yes,0,No,No,No,Never,Almost every month,Never,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,No change,Increased,migrant
9_912_2814,5,NA,Male,Female,1988,Class VI-IX (Incomplete SE),1994,University level,0,Yes,0,No,No,No,Never,Almost every month,Never,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,No change,Increased,migrant
9_912_2815,1,4,Male,Female,1984,College (11 and 12 grades),1992,College (11 and 12 grades),0,Yes,0,No,No,No,Only one or two months,Some months but not every month,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2815,1,4,Male,Female,1984,College (11 and 12 grades),1992,College (11 and 12 grades),0,Yes,0,No,No,No,Only one or two months,Some months but not every month,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2815,1,4,Male,Female,1984,College (11 and 12 grades),1992,College (11 and 12 grades),0,Yes,0,No,No,No,Only one or two months,Some months but not every month,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2815,1,4,Male,Female,1984,College (11 and 12 grades),1992,College (11 and 12 grades),0,Yes,0,No,No,No,Only one or two months,Some months but not every month,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2815,1,4,Male,Female,1984,College (11 and 12 grades),1992,College (11 and 12 grades),0,Yes,0,No,No,No,Only one or two months,Some months but not every month,Never,Never,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2816,9,0,Male,Female,1970,No Schooling,1978,Class I-IV (Incomplete PE),0,Yes,0,No,No,No,Never,Some months but not every month,Only one or two months,Never,No,Only one or two months,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2816,9,0,Male,Female,1970,No Schooling,1978,Class I-IV (Incomplete PE),0,Yes,0,No,No,No,Never,Some months but not every month,Only one or two months,Never,No,Only one or two months,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2819,7,2,Female,Male,1993,University level,1987,University level,0,Yes,0,No,Yes,No,Never,Some months but not every month,Never,Never,No,Some months but not every month,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2819,7,2,Female,Male,1993,University level,1987,University level,0,Yes,0,No,Yes,No,Never,Some months but not every month,Never,Never,No,Some months but not every month,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2833,6,NA,Female,NA,1981,Class I-IV (Incomplete PE),NA,NA,0,No,0,No,No,NA,Never,Some months but not every month,Only one or two months,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2834,3,NA,Female,NA,1965,HSC (complete HSE),NA,NA,0,Yes,0,No,No,NA,Almost every month,Almost every month,Never,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
9_912_2834,3,NA,Female,NA,1965,HSC (complete HSE),NA,NA,0,Yes,0,No,No,NA,Almost every month,Almost every month,Never,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
9_912_2835,0,6,Female,Male,1971,Class V (Complete PE),1962,Class V (Complete PE),0,No,0,No,No,No,Never,Some months but not every month,Only one or two months,Never,Yes,Some months but not every month,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2835,0,6,Female,Male,1971,Class V (Complete PE),1962,Class V (Complete PE),0,No,0,No,No,No,Never,Some months but not every month,Only one or two months,Never,Yes,Some months but not every month,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
9_912_2835,0,6,Female,Male,1971,Class V (Complete PE),1962,Class V (Complete PE),0,No,0,No,No,No,Never,Some months but not every month,Only one or two months,Never,Yes,Some months but not every month,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
10_537_3180,4,6,Male,Female,1983,SSC (Complete SE),1985,Class VI-IX (Incomplete SE),3,Yes,0,No,No,No,Some months but not every month,Only one or two months,Never,Only one or two months,Never,Never,Somewhat,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,movers
10_537_3200,12,10,Male,Female,1954,Class VI-IX (Incomplete SE),1968,Class V (Complete PE),8,No,0,No,No,No,Almost every month,Some months but not every month,Some months but not every month,Almost every month,Only one or two months,Only one or two months,Very much,Somewhat,Increase,Increase,Decrease,Increase,Decrease,non_movers
10_537_3220,8,4,Male,Female,1971,Class I-IV (Incomplete PE),1985,Class V (Complete PE),5,No,0,Yes,No,Yes,Only one or two months,Only one or two months,Almost every month,Almost every month,Some months but not every month,Never,Somewhat,Somewhat,Increase,Increase,Decrease,Increase,Increase,non_movers
10_537_3240,0,0,Male,Female,1996,College (11 and 12 grades),1997,College (11 and 12 grades),49,No,1,No,Yes,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,non_movers
10_537_3261,5,3,Male,Female,1967,Class V (Complete PE),1972,Class I-IV (Incomplete PE),11,No,1,No,No,No,Only one or two months,Only one or two months,Almost every month,Some months but not every month,Only one or two months,Never,Somewhat,Somewhat,Increase,Increase,Decrease,Increase,Increase,non_movers
10_537_3281,0,0,Male,Female,1986,Class VI-IX (Incomplete SE),1994,Class VI-IX (Incomplete SE),18,No,3,No,No,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Decrease,Decrease,No Change,Increase,non_movers
10_537_3301,14,10,Male,Female,1978,Class VI-IX (Incomplete SE),1984,Class VI-IX (Incomplete SE),25,No,2,No,No,No,Almost every month,Only one or two months,Some months but not every month,Only one or two months,Never,Only one or two months,Somewhat,Somewhat,Increase,Decrease,Decrease,Increase,Increase,non_movers
10_537_3321,5,5,Male,Female,1966,No Schooling,1976,No Schooling,4,No,0,No,Yes,No,Only one or two months,Some months but not every month,Almost every month,Only one or two months,Only one or two months,Never,Somewhat,Somewhat,Increase,Increase,Increase,Increase,Decrease,non_movers
10_537_3341,3,2,Male,Female,1973,Class I-IV (Incomplete PE),1979,Class VI-IX (Incomplete SE),11,Yes,5,No,Yes,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,movers
11_537_3361,10,NA,Female,NA,1971,No Schooling,NA,NA,4,No,5,No,Yes,NA,Only one or two months,Only one or two months,Some months but not every month,NA,NA,NA,Very much,NA,Increase,Increase,Increase,Increase,Decrease,non_movers
11_537_3382,1,NA,Male,NA,1992,Class VI-IX (Incomplete SE),NA,NA,5,No,2,Yes,No,NA,Only one or two months,Only one or two months,Only one or two months,NA,NA,NA,Very much,NA,Increase,Increase,Increase,Increase,Decrease,non_movers
11_537_3403,0,0,Male,Female,1986,HSC (complete HSE),1990,SSC (Complete SE),2,No,0,No,No,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,non_movers
11_537_3422,6,7,Male,Female,1960,SSC (Complete SE),1965,Class VI-IX (Incomplete SE),3,No,2,Yes,Yes,Yes,Some months but not every month,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Increase,Increase,Increase,Decrease,non_movers
11_537_3442,14,12,Male,Female,1979,Class V (Complete PE),1989,Class I-IV (Incomplete PE),9,No,5,No,No,No,Almost every month,Only one or two months,Some months but not every month,Some months but not every month,Never,Never,Very much,Very much,Increase,Increase,Decrease,Increase,Decrease,movers
11_537_3462,15,16,Male,Female,1955,HSC (complete HSE),1956,Class V (Complete PE),17,No,3,No,No,No,Almost every month,Some months but not every month,Almost every month,Some months but not every month,Only one or two months,Almost every month,Very much,Very much,Increase,No Change,No Change,Increase,Decrease,non_movers
12_537_3484,1,1,Male,Female,1978,No Schooling,1983,Class VI-IX (Incomplete SE),5,No,0,No,No,No,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,non_movers
12_537_3503,0,5,Male,Female,1971,No Schooling,1979,No Schooling,15,No,0,No,No,No,Almost every month,Never,Almost every month,Almost every month,Never,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Decrease,Increase,movers
12_537_3524,8,10,Male,Female,1979,No Schooling,1983,No Schooling,6,No,0,Yes,Yes,No,Only one or two months,Some months but not every month,Never,Only one or two months,Some months but not every month,Never,Very much,Very much,Increase,Increase,Increase,Increase,Increase,movers
12_537_3543,9,2,Male,Female,1983,Class VI-IX (Incomplete SE),1987,Class VI-IX (Incomplete SE),7,No,2,No,No,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Never,Not at all,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,non_movers
12_537_3563,0,2,Male,Female,1977,Class I-IV (Incomplete PE),1984,Class VI-IX (Incomplete SE),10,No,0,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,non_movers
